Project_ID,Area_sqft,Floors,Material_Quality,Location_Type,Labor_Cost_per_sqft,Material_Cost_per_sqft,Design_Complexity,Duration_months,Total_Cost
C3174,5743,5,Medium,Urban,181,433,3,13,5007640.73
C3175,7114,2,Low,Urban,157,487,4,18,6490671.54
C3176,9933,1,Medium,Suburban,262,215,1,22,6181682.93
C3177,9207,2,High,Urban,211,339,3,4,8410755.92
C3178,5723,2,Low,Rural,169,496,7,19,4162743.61
C3179,9084,2,Medium,Suburban,295,394,6,3,8659957.18
C3180,1130,2,Medium,Suburban,250,385,1,20,799009.99
C3181,9671,1,High,Urban,155,324,9,19,8023019.85
C3182,7183,3,High,Suburban,233,216,4,20,4520227.56
C3183,777,2,Medium,Urban,257,225,7,21,556164.8
C3184,732,4,Low,Rural,153,412,4,7,399631.94
C3185,6190,5,Medium,Urban,220,200,7,15,3620980.74
C3186,8159,5,Medium,Suburban,233,490,5,8,7103155.21
C3187,525,4,Medium,Urban,249,464,1,15,467522.41
C3188,7968,2,Low,Urban,220,237,4,20,5056578.99
C3189,6910,1,Low,Suburban,182,432,3,6,5200178.76
C3190,9152,3,Medium,Urban,292,459,6,11,10768694.09
C3191,4264,5,Medium,Suburban,269,460,6,5,4024114.34
C3192,7099,3,High,Urban,242,437,1,10,6985687.7
C3193,5602,1,Low,Urban,282,305,2,15,3724176.13
C3194,7506,5,Medium,Suburban,248,446,2,13,6518854.75
C3195,3983,3,High,Urban,215,237,10,12,3164356.36
C3196,2494,1,Medium,Urban,203,245,4,13,1699842.55
C3197,9182,3,High,Rural,229,409,9,5,8059513.02
C3198,1572,2,Low,Urban,288,292,2,16,1056924.75
C3199,7207,1,Medium,Urban,273,419,8,16,8380496.94
C3200,715,3,High,Urban,204,455,1,21,759934.74
C3201,8105,2,Medium,Suburban,154,336,8,6,5819862.42
C3202,3106,2,High,Suburban,184,430,3,3,2622037.29
C3203,8850,1,Medium,Urban,242,401,5,4,8932214.35
C3204,5281,4,Medium,Suburban,268,265,1,8,3455873.03
C3205,3813,5,Medium,Urban,203,237,1,15,2167467.93
C3206,8263,1,Medium,Suburban,152,354,6,16,5841660.43
C3207,6439,2,Low,Urban,155,304,3,3,3542669.49
C3208,2795,2,Medium,Suburban,236,454,8,10,2927561.7
C3209,6185,1,Medium,Rural,259,215,4,20,3356705.44
C3210,2196,4,Medium,Suburban,205,278,6,16,1427329.87
C3211,2446,5,High,Rural,151,212,10,4,1124502.84
C3212,3283,3,Medium,Urban,231,301,9,14,2718533.56
C3213,4144,1,High,Urban,243,351,8,3,3982519.34
C3214,5741,5,Medium,Urban,154,377,4,23,4145857.5
C3215,6920,5,Medium,Urban,288,286,10,17,6270045.94
C3216,8057,2,High,Urban,287,287,8,13,7276330.73
C3217,3145,3,Medium,Urban,190,228,7,20,2083356.95
C3218,7089,1,Medium,Suburban,265,299,5,19,4999019.39
C3219,6853,2,Low,Urban,193,314,7,5,5101582.59
C3220,2432,2,Medium,Urban,239,409,7,17,2144879.34
C3221,2257,4,Medium,Urban,182,273,10,15,1637118.54
C3222,5585,5,High,Rural,205,334,2,5,3716945.28
C3223,6137,1,Medium,Urban,289,468,7,15,6624469.59
C3224,1616,1,High,Suburban,151,277,3,11,1049922.85
C3225,992,1,Medium,Suburban,150,324,8,12,689137.79
C3226,9311,2,Medium,Suburban,270,237,8,3,6808611.07
C3227,8388,4,Medium,Urban,274,468,9,4,9431144.36
C3228,6974,3,High,Urban,182,305,4,16,5815756.72
C3229,5458,2,High,Suburban,252,243,10,7,4572328.42
C3230,9967,3,Low,Urban,185,424,3,12,7860492.58
C3231,3243,4,Medium,Urban,298,441,9,21,3971188.29
C3232,8366,5,Medium,Urban,233,352,9,10,7233737.54
C3233,7660,1,Low,Rural,175,223,2,15,2700891.91
C3234,5951,3,Medium,Suburban,278,323,6,11,4736864.85
C3235,5758,2,High,Suburban,291,484,3,20,5948750.59
C3236,9048,3,Medium,Suburban,239,460,5,6,8144215.05
C3237,7686,5,High,Rural,195,345,2,10,4764985.97
C3238,6602,1,Medium,Suburban,191,390,4,7,5007619.54
C3239,9561,3,Medium,Suburban,284,364,3,8,7555443.51
C3240,9577,5,Low,Rural,204,270,2,22,4594702.41
C3241,9975,2,High,Suburban,205,400,6,7,8894223.74
C3242,1119,4,High,Urban,267,211,3,3,910258.52
C3243,1382,2,Medium,Urban,225,251,4,21,927480.52
C3244,9488,1,Low,Suburban,212,455,6,6,8136887.84
C3245,4142,2,Medium,Rural,232,499,5,3,3040683.91
C3246,1796,2,Low,Suburban,248,208,4,21,981629.39
C3247,8936,2,Medium,Suburban,281,339,4,6,7907374.38
C3248,3395,2,High,Suburban,191,299,2,16,2457974.72
C3249,7093,1,Low,Suburban,245,336,10,16,5788223.13
C3250,1429,5,High,Suburban,259,221,4,11,969916.9
C3251,5866,3,Medium,Urban,219,344,8,21,5360460.26
C3252,9211,4,Medium,Rural,177,360,5,13,5226282.75
C3253,3712,3,High,Suburban,275,448,10,18,4415014.88
C3254,2909,3,Low,Suburban,241,374,10,21,2214146.99
C3255,8699,4,High,Urban,189,287,8,6,7184251.54
C3256,3923,1,Low,Urban,191,232,6,11,2237276.45
C3257,7476,4,Medium,Suburban,267,470,10,19,8195976.55
C3258,8094,1,High,Suburban,154,482,5,17,8360061.56
C3259,5658,3,High,Suburban,250,425,4,10,5450082.84
C3260,4167,1,Medium,Urban,210,311,10,15,3771852.27
C3261,6473,5,Medium,Suburban,190,281,9,3,4655754.88
C3262,6736,4,High,Rural,260,412,10,4,5992253.18
C3263,8777,5,High,Urban,158,207,5,12,4996979.88
C3264,2968,3,Low,Suburban,211,333,10,23,1948610.02
C3265,6717,4,High,Suburban,203,317,6,15,5093204.0
C3266,4119,3,Medium,Suburban,253,283,7,13,3279623.8
C3267,2136,5,Medium,Suburban,275,457,1,16,1849470.99
C3268,8655,3,Medium,Suburban,183,442,9,18,7164292.64
C3269,4083,4,Medium,Rural,191,436,8,8,2659288.41
C3270,4509,4,High,Urban,163,349,5,4,3655067.86
C3271,3826,3,Medium,Suburban,182,220,3,7,1860716.07
C3272,8648,4,High,Urban,267,333,5,21,7880369.49
C3273,2717,4,Low,Urban,247,295,5,9,2119219.15
C3274,5467,3,High,Urban,241,212,9,19,4179769.59
C3275,2869,5,High,Urban,249,200,7,7,1985231.81
C3276,4138,4,Medium,Rural,236,349,2,14,2713844.64
C3277,9635,4,Medium,Rural,294,316,5,21,6500937.85
C3278,6222,4,Medium,Urban,273,351,9,20,5542844.1
C3279,4944,4,High,Suburban,181,263,2,14,2844867.03
C3280,8118,3,High,Suburban,250,349,8,5,7147675.0
C3281,4447,5,Low,Rural,188,211,3,6,1723706.67
C3282,2176,5,High,Suburban,243,289,4,17,1568447.66
C3283,1696,1,Medium,Urban,159,282,2,17,1040759.44
C3284,3287,4,Medium,Suburban,249,449,9,13,3375778.62
C3285,7932,4,High,Suburban,207,232,6,4,4984533.46
C3286,8427,1,Medium,Suburban,250,348,9,20,7178532.52
C3287,3818,5,High,Rural,213,327,8,5,2940162.53
C3288,9358,2,Medium,Rural,168,299,9,20,5448822.9
C3289,7189,2,Low,Suburban,250,411,5,16,6006695.68
C3290,2676,5,Medium,Suburban,266,273,6,8,1961625.03
C3291,4243,4,Low,Rural,285,295,7,4,2471534.79
C3292,9292,2,High,Urban,220,291,5,3,7758452.4
C3293,4922,3,Medium,Urban,189,374,1,10,3928441.66
C3294,4324,3,Medium,Urban,162,424,9,12,3989606.63
C3295,9671,1,Low,Rural,250,374,2,22,5947461.65
C3296,2951,5,Medium,Suburban,273,255,7,20,2351259.64
C3297,1128,5,High,Urban,231,468,8,22,1410496.71
C3298,8278,2,Low,Rural,237,234,8,13,4154427.7
C3299,4196,4,Medium,Suburban,254,318,1,20,2906624.47
C3300,4174,5,High,Rural,279,255,10,18,2826540.91
C3301,4429,2,Medium,Urban,165,304,7,7,3047128.1
C3302,3265,2,High,Suburban,163,375,9,9,2861490.36
C3303,4869,5,Low,Suburban,277,305,3,4,2996779.39
C3304,8807,2,Medium,Suburban,294,279,8,13,7048867.19
C3305,5456,1,High,Suburban,209,362,8,15,5328930.51
C3306,1192,1,High,Rural,166,466,9,22,1095395.15
C3307,3662,5,Medium,Urban,194,250,8,18,2666657.24
C3308,1605,4,Medium,Rural,187,478,5,16,1086064.69
C3309,3508,1,Medium,Urban,273,274,5,9,2593966.95
C3310,2661,1,Low,Urban,253,326,3,9,1917977.33
C3311,8845,5,High,Urban,213,445,6,14,9240689.67
C3312,4199,3,Medium,Urban,270,433,10,14,4840388.04
C3313,4286,2,Medium,Urban,155,354,3,22,2798834.52
C3314,9756,1,High,Rural,261,272,2,3,6015457.43
C3315,4700,3,Medium,Suburban,251,336,7,8,3638450.23
C3316,2413,4,Medium,Suburban,198,473,10,10,2395824.4
C3317,9908,3,High,Suburban,170,243,3,15,6318440.68
C3318,6020,5,High,Urban,172,446,4,7,6537544.79
C3319,2272,4,Medium,Urban,225,348,10,12,2253445.75
C3320,3280,4,Low,Suburban,213,255,8,16,1900417.66
C3321,7923,3,Medium,Suburban,176,375,1,11,5771451.07
C3322,3371,5,Medium,Suburban,283,456,9,19,3622311.62
C3323,1160,1,Medium,Suburban,298,262,6,5,914187.87
C3324,6742,3,High,Suburban,220,262,2,14,4973331.03
C3325,1632,1,High,Suburban,256,493,3,14,1649803.2
C3326,1199,3,High,Rural,282,228,5,13,824431.18
C3327,7970,1,Medium,Urban,292,239,6,6,6316002.09
C3328,6797,3,High,Suburban,298,346,9,10,6869172.59
C3329,8312,4,Medium,Suburban,207,287,2,12,5000491.47
C3330,5057,2,Low,Rural,281,255,5,16,2818155.67
C3331,2679,4,Low,Urban,284,499,7,3,2972131.06
C3332,9565,1,Medium,Suburban,184,392,7,14,7948518.49
C3333,8775,5,High,Urban,270,299,4,7,7689034.42
C3334,1922,4,Medium,Suburban,292,414,3,16,1625602.82
C3335,3680,2,Medium,Urban,279,340,8,6,3642718.23
C3336,4816,1,High,Urban,269,248,2,19,3727652.08
C3337,7196,4,Low,Suburban,154,314,5,15,3848739.07
C3338,1114,3,High,Urban,220,428,10,5,1225203.79
C3339,5070,5,Medium,Urban,235,451,5,13,4694964.0
C3340,770,1,Low,Urban,244,274,1,13,481058.85
C3341,2968,4,High,Urban,190,390,7,7,2802925.06
C3342,4107,1,Low,Rural,224,398,4,8,2678622.17
C3343,3575,3,Medium,Suburban,232,362,10,6,3200033.03
C3344,789,2,Medium,Rural,187,338,2,12,447286.81
C3345,8620,4,Low,Suburban,191,248,8,12,4735528.14
C3346,7114,1,Low,Rural,205,314,4,14,3660711.44
C3347,3752,1,Low,Suburban,220,367,1,20,2471514.04
C3348,7915,1,Low,Suburban,204,476,8,17,6410919.33
C3349,7271,2,High,Suburban,171,246,7,20,4322890.45
C3350,778,1,Medium,Suburban,176,458,3,5,655865.42
C3351,1080,5,Medium,Suburban,254,415,3,5,856491.94
C3352,5458,5,Medium,Urban,187,429,7,3,4611426.85
C3353,8945,1,High,Urban,261,326,2,19,8095881.12
C3354,4776,5,High,Suburban,188,424,5,12,4631362.77
C3355,8497,4,High,Suburban,292,349,7,8,8996602.82
C3356,5276,5,High,Urban,268,486,6,13,7182410.23
C3357,1324,1,Medium,Urban,209,245,10,16,894858.23
C3358,4332,3,Medium,Suburban,285,213,7,19,3264856.34
C3359,9391,4,Medium,Rural,193,320,2,9,5221296.51
C3360,5945,2,Medium,Urban,192,390,7,6,4849642.84
C3361,1880,1,Medium,Urban,283,365,2,13,1786364.32
C3362,7034,2,Medium,Rural,172,316,7,21,3873216.97
C3363,3656,3,High,Suburban,271,323,8,11,3163524.39
C3364,4807,2,High,Urban,290,253,10,23,4352601.62
C3365,6134,1,Medium,Rural,233,470,8,10,4886658.93
C3366,9075,1,High,Suburban,255,398,5,22,9017723.92
C3367,6310,3,Medium,Suburban,213,415,7,6,5955330.31
C3368,9033,1,Low,Rural,274,312,8,18,5212036.37
C3369,6434,3,Medium,Rural,201,215,4,8,2846939.51
C3370,3609,3,Medium,Urban,197,415,2,8,2865887.45
C3371,4582,1,Low,Urban,210,334,7,21,3449715.7
C3372,3740,5,High,Urban,166,242,1,4,2525781.11
C3373,6528,3,Medium,Urban,189,451,2,13,5813164.56
C3374,2349,1,Medium,Urban,224,483,10,20,2635915.26
C3375,8997,5,Low,Urban,238,297,7,11,6914131.0
C3376,3249,3,Low,Rural,218,259,10,18,1555793.13
C3377,7180,5,High,Rural,234,429,1,13,5905623.73
C3378,9827,4,Medium,Suburban,175,330,7,16,6951746.75
C3379,705,4,High,Suburban,189,358,5,10,605006.79
C3380,7852,5,High,Urban,245,283,3,15,7012423.23
C3381,5091,3,Medium,Urban,266,407,2,12,4830577.75
C3382,3950,1,Medium,Urban,285,373,7,14,4021579.93
C3383,7714,2,High,Suburban,222,487,9,23,9281343.01
C3384,4311,1,High,Urban,194,280,9,5,3292944.78
C3385,5641,2,Medium,Rural,166,217,10,4,2506212.03
C3386,9001,2,High,Suburban,226,395,10,13,10076796.16
C3387,3208,3,High,Urban,286,490,8,20,4121866.37
C3388,2491,5,Medium,Urban,240,478,2,23,2476054.97
C3389,8963,1,Medium,Suburban,255,453,1,6,7323581.44
C3390,3773,5,High,Rural,250,341,8,10,2807092.71
C3391,5038,4,Medium,Suburban,252,364,2,13,4074882.41
C3392,9212,3,Low,Urban,173,204,4,17,4629720.15
C3393,9668,3,Medium,Suburban,222,450,4,23,8344650.41
C3394,4222,4,Low,Urban,270,349,2,4,3547306.76
C3395,4051,1,Medium,Rural,255,227,4,21,2202543.76
C3396,3332,4,High,Suburban,288,436,7,17,3605872.88
C3397,6179,1,Low,Suburban,184,331,6,15,3893358.71
C3398,7079,2,Medium,Suburban,285,484,10,4,8501948.08
C3399,652,3,Medium,Suburban,166,492,6,5,525874.37
C3400,6254,1,Medium,Urban,289,362,4,16,5898690.32
C3401,3300,5,Medium,Urban,242,426,2,22,2863972.02
C3402,5810,5,Medium,Urban,258,329,5,15,4520009.67
C3403,3110,3,Low,Rural,199,257,3,18,1464638.63
C3404,1604,4,Medium,Suburban,263,345,3,14,1329955.98
C3405,7861,4,Medium,Urban,173,321,4,3,5187632.88
C3406,4699,1,Medium,Rural,186,391,5,8,3151606.46
C3407,4354,4,High,Urban,160,444,2,15,3812405.73
C3408,7763,3,Medium,Urban,248,302,6,4,6282155.47
C3409,2414,1,Low,Urban,204,449,6,20,2214268.48
C3410,7865,2,High,Suburban,176,221,8,19,5013907.94
C3411,3572,4,Medium,Suburban,216,259,2,21,2284919.57
C3412,9698,4,Medium,Suburban,151,437,8,17,8191018.59
C3413,906,1,Medium,Suburban,217,333,8,10,689895.09
C3414,666,5,Medium,Urban,295,461,4,11,778818.8
C3415,1008,4,High,Suburban,297,241,7,10,771225.91
C3416,2161,3,High,Urban,212,273,7,10,1788066.98
C3417,4164,4,Medium,Suburban,221,496,1,13,3803302.68
C3418,3989,2,Medium,Suburban,279,221,1,20,2627060.97
C3419,1180,4,Medium,Suburban,232,419,8,19,1087092.58
C3420,3024,5,High,Suburban,191,278,1,8,2142471.01
C3421,2620,4,High,Suburban,256,434,3,4,2596018.33
C3422,5760,1,Low,Urban,177,356,6,3,3975275.17
C3423,4857,4,Low,Rural,254,313,8,12,3147542.03
C3424,1863,5,Medium,Urban,261,489,5,10,2096642.58
C3425,2792,1,Low,Urban,282,295,5,18,2094932.36
C3426,2038,3,Medium,Suburban,164,329,4,16,1412297.99
C3427,3908,1,Low,Suburban,259,308,4,18,2728801.83
C3428,8242,2,Medium,Urban,222,274,7,16,6321376.33
C3429,9252,1,High,Rural,239,474,6,9,8691724.61
C3430,9791,3,High,Rural,186,219,8,20,5421411.55
C3431,2403,4,Medium,Suburban,292,360,6,22,2120288.1
C3432,674,1,Medium,Suburban,153,408,10,11,540161.15
C3433,2730,1,High,Suburban,233,293,7,6,2435149.42
C3434,4787,1,Low,Urban,298,281,10,18,3989012.15
C3435,4660,1,Medium,Suburban,209,303,10,13,3267456.85
C3436,7606,3,Medium,Rural,235,436,5,11,5581861.72
C3437,3671,5,Medium,Rural,220,459,6,19,2506451.57
C3438,2067,5,Medium,Rural,180,359,1,13,1175279.33
C3439,1651,1,Low,Urban,166,260,3,22,827888.37
C3440,8119,3,Medium,Urban,156,237,8,5,4506302.49
C3441,6533,3,Medium,Urban,275,317,3,23,5894543.73
C3442,9060,1,Medium,Suburban,232,367,1,13,7063042.43
C3443,5446,2,Low,Urban,177,268,3,10,3029773.24
C3444,8734,1,High,Urban,159,282,4,12,5914748.62
C3445,2407,2,Medium,Suburban,176,434,8,8,2202441.19
C3446,3990,1,Medium,Suburban,290,241,9,19,3308564.95
C3447,3035,2,Medium,Suburban,276,298,4,8,2280366.94
C3448,4673,2,Medium,Rural,192,329,7,9,2791732.24
C3449,1793,1,Low,Urban,218,227,1,15,926423.87
C3450,5269,2,High,Urban,212,432,9,8,6113235.63
C3451,5296,4,Low,Suburban,219,428,4,5,3989768.89
C3452,7371,5,Low,Suburban,248,316,9,15,5769058.13
C3453,3472,3,High,Suburban,220,306,3,12,2596371.54
C3454,4422,2,Medium,Urban,242,494,5,6,4866283.74
C3455,5497,2,Medium,Urban,292,359,1,7,4532406.3
C3456,7532,3,Medium,Suburban,295,203,3,23,4417099.97
C3457,1492,2,Medium,Rural,281,348,5,21,928041.03
C3458,8612,3,High,Rural,160,433,6,20,6326154.66
C3459,5787,1,Medium,Suburban,283,453,8,9,5575955.61
C3460,2740,4,Medium,Suburban,271,447,1,23,2667706.87
C3461,1976,4,High,Rural,167,269,3,3,1088692.41
C3462,6926,5,Medium,Suburban,216,402,1,19,5487013.5
C3463,889,2,Medium,Suburban,294,347,5,22,804480.55
C3464,1499,5,Medium,Rural,246,420,8,22,1092085.34
C3465,2355,1,Medium,Suburban,183,385,4,20,1880620.76
C3466,8625,4,High,Rural,296,247,9,7,6833472.48
C3467,9350,1,High,Urban,286,462,6,8,11255759.49
C3468,3263,1,Low,Suburban,193,495,6,12,3033856.47
C3469,4163,2,Low,Rural,244,491,5,21,2920395.74
C3470,5486,1,Low,Urban,240,371,10,12,4355439.05
C3471,1981,4,Medium,Suburban,260,230,5,8,1257676.81
C3472,7756,5,Low,Urban,220,369,7,12,6871247.81
C3473,4231,4,Medium,Rural,202,243,8,12,2220646.63
C3474,7762,2,High,Suburban,220,242,7,23,5840879.04
C3475,951,4,High,Urban,202,333,1,14,737704.79
C3476,3593,3,Medium,Suburban,257,418,1,6,2781302.74
C3477,1382,5,Medium,Suburban,168,285,10,15,979106.04
C3478,4908,3,Medium,Suburban,215,450,6,12,4346513.38
C3479,4568,3,High,Suburban,150,464,3,18,3682491.74
C3480,3777,2,High,Rural,255,210,9,21,2235551.99
C3481,9066,1,High,Suburban,204,279,7,8,6446198.92
C3482,8451,3,Medium,Suburban,164,308,2,11,5123775.5
C3483,5190,4,Medium,Urban,276,317,3,16,4526863.27
C3484,5095,1,Low,Rural,164,451,8,12,3269659.07
C3485,5059,4,Medium,Urban,270,217,1,10,3108784.84
C3486,7791,4,Medium,Suburban,215,455,5,5,6333546.93
C3487,8660,1,Medium,Rural,263,444,10,19,7002414.04
C3488,612,1,Medium,Urban,286,352,1,21,557879.56
C3489,5631,4,Medium,Suburban,295,296,9,5,4675117.62
C3490,3697,2,Low,Urban,294,385,7,16,3263883.87
C3491,639,5,Low,Suburban,221,229,5,8,314584.13
C3492,1924,5,Low,Suburban,247,314,6,21,1328729.13
C3493,3449,2,Low,Rural,193,440,3,20,2159778.11
C3494,3668,1,Low,Rural,165,456,3,14,2038462.13
C3495,9208,4,Medium,Suburban,227,312,7,17,6897036.52
C3496,6543,5,Medium,Suburban,201,228,7,8,3810524.3
C3497,7489,4,High,Suburban,151,425,7,23,7037473.63
C3498,7736,2,Medium,Urban,210,443,2,14,7434995.46
C3499,6761,4,Low,Suburban,281,218,2,21,3710616.23
C3500,1387,2,Medium,Rural,275,311,5,9,956773.76
C3501,3604,1,High,Suburban,201,411,4,22,3410956.74
C3502,549,2,Medium,Urban,190,432,7,12,466290.09
C3503,4451,2,Medium,Urban,180,358,3,20,3545743.87
C3504,4060,5,Medium,Suburban,270,259,5,4,2855570.08
C3505,518,4,High,Urban,200,292,2,15,432996.21
C3506,5321,5,High,Suburban,244,447,1,17,4974830.57
C3507,6840,3,Medium,Suburban,160,357,9,6,5141209.97
C3508,8558,2,High,Suburban,285,340,4,9,8667517.88
C3509,3106,3,High,Urban,161,419,8,5,2991111.79
C3510,8346,5,Medium,Suburban,248,288,7,18,6136072.04
C3511,9143,4,Medium,Rural,194,354,1,11,5314964.01
C3512,6932,5,Medium,Rural,183,432,10,19,5258227.73
C3513,4265,4,High,Suburban,221,392,7,10,4375753.39
C3514,2938,4,Low,Urban,170,298,2,20,1722774.17
C3515,6858,1,High,Rural,190,312,3,15,3956757.24
C3516,8819,2,Low,Suburban,171,306,1,4,4752994.89
C3517,6441,5,Medium,Urban,170,223,7,3,3694815.76
C3518,8144,4,High,Urban,220,480,3,18,8477687.68
C3519,5355,5,Medium,Urban,163,403,6,18,4530189.96
C3520,7047,5,Medium,Urban,228,210,7,13,4225167.73
C3521,7696,4,Low,Urban,222,404,3,6,5560125.87
C3522,6411,3,Medium,Rural,201,224,2,13,2561022.8
C3523,6981,2,Low,Suburban,225,339,9,8,5287023.78
C3524,3261,2,Medium,Suburban,168,322,9,13,2239026.05
C3525,4956,1,Medium,Rural,176,210,7,3,2156488.76
C3526,6861,1,High,Suburban,295,465,5,11,7639705.65
C3527,6193,1,High,Rural,162,280,4,9,3161954.14
C3528,6288,2,Low,Rural,256,308,4,23,3349443.74
C3529,701,3,High,Suburban,278,407,1,5,632159.99
C3530,6660,2,Low,Rural,234,443,4,11,4539256.96
C3531,1017,2,Low,Suburban,290,475,7,4,897907.44
C3532,8237,2,Low,Urban,258,460,5,12,7833086.88
C3533,2488,2,High,Suburban,264,496,9,19,3053734.06
C3534,4302,3,High,Suburban,200,262,4,3,2834549.72
C3535,6308,1,Low,Rural,150,383,3,20,2952372.74
C3536,7662,5,Low,Urban,270,231,6,8,5368992.79
C3537,6741,1,Medium,Suburban,272,482,4,8,6734469.33
C3538,8899,1,Medium,Urban,181,206,2,11,5020432.46
C3539,6133,5,Medium,Urban,291,373,5,12,5600227.52
C3540,6255,2,Medium,Urban,242,345,4,17,5539584.1
C3541,6809,3,High,Suburban,217,451,5,6,6593212.39
C3542,4617,3,Medium,Rural,212,365,9,10,2870964.4
C3543,8845,1,High,Urban,231,302,4,6,7079652.66
C3544,2018,5,Medium,Suburban,291,392,6,5,1763659.06
C3545,6663,4,Medium,Urban,190,216,4,6,3997209.23
C3546,3100,2,High,Urban,152,289,1,3,1984553.85
C3547,2695,1,High,Suburban,243,285,2,11,2077104.81
C3548,4054,3,Medium,Urban,208,302,6,13,2907806.15
C3549,3349,5,Medium,Suburban,167,281,8,23,2049129.05
C3550,2242,5,High,Urban,253,325,9,21,2472481.29
C3551,1806,1,Low,Urban,223,237,4,23,1076742.92
C3552,4349,4,Low,Suburban,269,412,6,22,3721935.5
C3553,8019,3,Medium,Suburban,225,424,3,9,6260254.85
C3554,4695,1,High,Urban,157,421,9,7,4449271.78
C3555,5678,4,High,Suburban,230,446,8,4,6015828.76
C3556,3055,5,High,Rural,250,335,1,21,2196547.04
C3557,2805,2,Medium,Suburban,158,485,2,5,2152065.6
C3558,8119,3,Low,Urban,239,430,10,17,8011883.83
C3559,9780,3,Medium,Suburban,197,208,9,9,6076241.6
C3560,3142,4,High,Suburban,264,424,10,7,3876689.28
C3561,9869,1,Low,Urban,236,306,3,12,7475867.89
C3562,6909,5,Low,Rural,244,386,3,11,4370830.32
C3563,5257,4,Low,Rural,263,420,10,16,3548170.58
C3564,3494,2,Medium,Rural,167,294,9,15,2021452.45
C3565,9251,2,High,Rural,178,394,3,3,6796888.74
C3566,1771,2,Medium,Suburban,151,441,10,18,1539763.86
C3567,2313,4,High,Suburban,227,429,5,22,2096413.31
C3568,9301,5,Low,Suburban,217,204,6,10,4801654.18
C3569,2961,3,High,Rural,247,203,3,19,1497010.18
C3570,4620,1,High,Suburban,266,463,10,8,5492822.86
C3571,6624,3,Medium,Urban,259,452,8,4,7534692.33
C3572,8975,5,High,Urban,190,362,2,15,7987536.78
C3573,4896,3,Medium,Rural,264,340,6,10,3462540.1
C3574,9783,4,High,Urban,230,495,2,11,11012619.83
C3575,1316,2,High,Suburban,271,218,9,15,1046371.33
C3576,7804,5,High,Rural,236,281,6,20,5526662.76
C3577,7831,5,Medium,Suburban,171,203,9,20,4291447.08
C3578,582,3,Low,Rural,198,327,4,11,311698.25
C3579,2420,4,Medium,Suburban,165,386,3,4,1766517.43
C3580,8317,3,Medium,Urban,217,345,2,6,6596968.56
C3581,2593,3,High,Rural,171,351,8,20,1912471.84
C3582,7571,5,High,Urban,288,292,4,19,6909527.87
C3583,8467,3,High,Suburban,234,230,2,14,5536776.35
C3584,8867,2,Low,Urban,270,227,9,18,6090093.42
C3585,5785,3,High,Urban,229,336,8,15,5988880.85
C3586,5437,2,High,Suburban,204,289,5,13,4352893.94
C3587,869,5,High,Urban,184,248,8,16,634593.75
C3588,2318,4,Low,Suburban,183,457,5,12,1666657.56
C3589,2601,2,Low,Rural,222,205,7,23,1138160.2
C3590,3990,4,Low,Urban,226,228,5,21,2622745.43
C3591,2279,4,Medium,Urban,281,355,5,23,1979866.85
C3592,8174,2,Medium,Suburban,274,462,4,19,7786320.7
C3593,1864,5,High,Suburban,160,233,5,11,1057324.91
C3594,7794,1,Medium,Rural,210,436,7,16,6162782.61
C3595,4176,4,Medium,Urban,271,337,3,7,3588757.56
C3596,2926,4,Medium,Rural,184,256,4,5,1398209.68
C3597,8764,5,High,Suburban,218,374,8,10,7461460.31
C3598,8589,5,High,Suburban,206,413,6,20,8437728.52
C3599,3462,3,High,Urban,288,226,8,5,2976357.12
C3600,1359,5,Medium,Suburban,161,494,2,4,1123164.15
C3601,4638,4,Medium,Urban,274,318,9,13,4303269.24
C3602,2924,2,High,Urban,192,346,7,7,2739638.71
C3603,9756,1,Medium,Suburban,296,464,5,9,10507367.13
C3604,4517,3,Medium,Rural,226,457,7,16,3341840.14
C3605,9060,2,Low,Suburban,217,388,2,21,5964803.96
C3606,8842,1,Low,Suburban,208,430,4,4,7098227.7
C3607,1634,1,High,Suburban,151,397,7,11,1464987.88
C3608,5666,1,Low,Suburban,285,438,2,12,4429240.05
C3609,5619,2,Medium,Rural,299,269,8,21,3299314.91
C3610,6194,3,Medium,Suburban,170,451,10,19,5770433.78
C3611,6636,3,Medium,Urban,250,392,10,9,6285638.76
C3612,5985,1,Medium,Urban,235,224,5,20,4353385.34
C3613,4664,2,Medium,Suburban,271,269,5,8,3422202.25
C3614,2846,1,Low,Suburban,224,355,8,11,2249674.3
C3615,5539,5,Low,Urban,224,345,1,10,4093467.16
C3616,5397,3,Medium,Rural,232,418,6,11,3934689.3
C3617,8752,4,Medium,Suburban,227,248,2,3,5166917.81
C3618,5541,1,Medium,Suburban,170,393,1,4,3847723.99
C3619,4401,5,Low,Urban,269,239,7,6,3243783.64
C3620,1837,3,High,Urban,161,284,4,22,1361492.89
C3621,1684,2,Medium,Rural,232,203,1,20,696181.58
C3622,4926,3,Low,Rural,262,489,10,12,4082763.13
C3623,2051,2,Low,Urban,164,446,6,3,1649431.37
C3624,2129,2,High,Urban,262,204,10,12,1629117.76
C3625,2026,1,Medium,Suburban,290,425,6,11,1916512.39
